"species","nacl","cnt","rep","shoot_length_cm","root_length_cm","fresh_weight_g","shoot_root_axis_weight_mg","MDA_nmol_gFW","H2O2_umol_gFW","SOD_U_mg","CAT_U_mg","APX_U_mg","proline_umol_gFW","treatment"
"Cowpea","0","CNT-",3,29.2545764341809,14.5532053288857,1.68882015813214,526.354986840712,8.79087747614304,1.19118499983934,35.5615150286088,13.2359875290933,11.0779256099065,0.374698809982026,"NaCl0_CNT0"
"Barley","50","CNT-",3,24.7015355688116,13.5054597581096,1.51219466449893,414.151146014967,13.9306658732738,1.95233682406052,72.8391843702119,20.648700251076,19.5021502385301,1.47237767454595,"NaCl50_CNT0"
"Cowpea","50","CNT-",3,24.3471766542901,11.3006556263581,1.55261667578083,396.904896170762,14.6381238161143,2.4612575412984,65.1192250037862,26.1478493908076,18.7702930963603,1.02705958114498,"NaCl50_CNT0"
"Barley","100","CNT-",3,20.3733920489965,9.97707898436036,1.28167567241417,378.858360210049,17.9865329197247,2.53675572057054,107.461775243947,29.4670917046918,25.5604685314459,2.22269820452868,"NaCl100_CNT0"
"Cowpea","100","CNT-",3,20.4905220043799,9.05576879429958,1.24568299756165,289.478519046568,25.9450747908579,2.97902074506714,91.2693145619446,30.3051278241714,27.0236515104785,2.59038013057661,"NaCl100_CNT0"
"Barley","150","CNT-",3,20.8450023839347,8.04421119860989,1.14276281771547,359.990483468252,22.9421630475542,3.22800231675695,117.074131636354,45.3136126423113,38.7512599967736,3.24754311404639,"NaCl150_CNT0"
"Cowpea","150","CNT-",3,14.2689579320095,5.87321463117355,0.831894315875709,229.448891175998,29.1622304890883,4.66053564610693,124.243325646517,43.9327330578811,33.1309339717912,3.33517184453456,"NaCl150_CNT0"
"Barley","0","CNT+",3,30.2426531434308,14.0872646479308,1.80799012147177,522.041183588784,7.53731541731128,1.08015136128048,44.9912419919762,18.0029331807038,15.8380423449876,0.354614766086987,"NaCl0_CNT50"
"Cowpea","0","CNT+",3,26.8199016848352,14.6729982710875,1.5605053875839,488.777808821441,7.37811859265479,1.11329163601685,37.1201954430705,17.3265303819384,12.9279463479683,0.543931113899535,"NaCl0_CNT50"
"Barley","50","CNT+",3,27.1124678737285,12.247678706559,1.66130840951664,454.849698346336,13.1261858914945,1.76230324383692,68.4730645451573,27.3723343090627,21.455845241931,1.30045954765214,"NaCl50_CNT50"
"Cowpea","50","CNT+",3,27.9924628176377,12.5664059928492,1.52370031675535,402.525304498769,13.7374334730015,2.16718090478866,59.7907096546725,25.7406789987603,18.6361120983393,1.55622307925736,"NaCl50_CNT50"
"Barley","100","CNT+",3,25.6886060553435,12.5573044955809,1.66780607949325,404.879379760884,17.642229972378,2.17109634610918,100.858199177202,34.7056054531723,27.6737473562257,2.33707084300567,"NaCl100_CNT50"
"Cowpea","100","CNT+",3,20.2175046951367,10.905039460662,1.38536347285982,385.798743877813,19.7916596247836,2.69135114128795,111.06430562895,37.9592120774451,36.909496752792,1.98406890781335,"NaCl100_CNT50"
"Barley","150","CNT+",3,22.6868840840716,12.506531818913,1.37738545393442,358.582775945113,18.1366500428635,2.84887497589005,138.091243608534,48.0391219709192,28.1446413871475,2.80282997122417,"NaCl150_CNT50"
"Cowpea","150","CNT+",3,18.8897299570178,8.21606550141973,1.21389672747753,271.445488750957,25.7436694211347,3.43033370347164,120.088359143859,43.8512278175692,36.9269654008541,3.2055311194192,"NaCl150_CNT50"
"Barley","0","CNT-",4,27.6209857654596,12.9788020481424,1.59275098104163,458.862236602748,8.60949075751354,1.17076620217545,40.8629651437376,12.8954478467096,11.3572943919644,0.426997694712328,"NaCl0_CNT0"
"Cowpea","0","CNT-",4,27.7004121126545,14.8791072144872,1.78962314801668,570.373847968134,7.50808247936024,1.28113517499776,42.8755187377202,13.3944208302466,12.1455106197828,0.39946135906574,"NaCl0_CNT0"
"Barley","50","CNT-",4,26.260578160795,13.7260417055508,1.56635881457616,459.613787453129,12.1875316776414,1.86235637729027,61.1775530344092,22.2156999214161,16.9730946947564,1.39377023766628,"NaCl50_CNT0"
"Cowpea","50","CNT-",4,24.8942938512269,11.6531263235412,1.33419998530053,423.665277208677,18.7709189964127,2.64908889756511,57.4943982041522,23.5517077564253,22.2976756181804,1.26085356398191,"NaCl50_CNT0"
"Barley","100","CNT-",4,23.5241349227831,10.5478094426577,1.39786516521764,396.317700465181,24.1651002784102,2.83931766736085,84.3245082831878,31.836906724102,27.6539607589922,1.64667716778335,"NaCl100_CNT0"
"Cowpea","100","CNT-",4,16.6457275283078,8.29325175799621,1.10178771567197,366.370723963519,22.0451521863348,3.25196182897862,92.8509350738438,31.5297982626805,30.2991927166693,1.852625957184,"NaCl100_CNT0"
"Barley","150","CNT-",4,17.9505505977468,8.48817269890835,1.14682731851659,365.65951985381,24.6023259911128,3.7561831429891,127.325731666079,40.582857812266,34.2772489214586,3.49538848009132,"NaCl150_CNT0"
"Cowpea","150","CNT-",4,12.6885367396281,6.13640367744977,0.789965419715057,256.8534501261,32.2504997255419,4.32644242961399,134.330986725401,37.0963389933433,37.0964396988525,2.43136846997129,"NaCl150_CNT0"
"Barley","0","CNT+",4,28.9873633119592,15.0941244108008,1.93928567860078,523.278593881257,6.74504013081113,0.959061217918069,46.9475046872596,16.8877338048941,13.0119946168898,0.442829021016079,"NaCl0_CNT50"
"Cowpea","0","CNT+",4,26.8720226872697,14.834792525315,1.66589206977602,437.506805654042,7.8243201566005,1.32543310433549,51.7583864386788,17.0039874798145,13.6886754901014,0.513156621924441,"NaCl0_CNT50"
"Barley","50","CNT+",4,25.9598410269568,13.2199112136158,1.41924173526219,429.256791566712,12.5451517882499,1.49712265944821,77.6778222555536,23.1422929548363,20.7242542205201,1.32629478229417,"NaCl50_CNT50"
"Cowpea","50","CNT+",4,24.9474477253336,13.1888038786327,1.6591447433108,454.695446970746,13.450519942842,2.02190515158602,69.1804528681756,29.977000766601,16.546878901418,1.49016580205786,"NaCl50_CNT50"
"Barley","100","CNT+",4,23.399195456951,12.6327309793914,1.61492168769179,464.14889541707,15.0465219169534,2.6666744251531,85.5659226423732,38.4397740255342,27.0103041049516,1.6886828586361,"NaCl100_CNT50"
"Cowpea","100","CNT+",4,19.4779223085495,11.2905041322926,1.60977308367528,407.385540605781,21.8014971508827,3.01315008598871,93.1836931473581,38.7288814075855,29.4714018384263,2.24771026715871,"NaCl100_CNT50"
"Barley","150","CNT+",4,22.9292447554878,11.4755674778186,1.27758054756859,405.0131855279,18.3668541038717,3.03935098344524,120.672948167154,46.831161509085,37.1174365818029,2.96071371379615,"NaCl150_CNT50"
"Cowpea","150","CNT+",4,19.4278913084865,9.51787516251407,1.12877560090552,369.697437424498,28.9146794696887,3.33366912171168,117.22630793275,47.0798312445806,32.5303421878122,2.89497157871209,"NaCl150_CNT50"
"Barley","0","CNT-",5,29.3489269344941,14.3978493064698,1.52234997582984,547.638658687001,6.7179678209646,1.03744796910554,30.3426154258627,16.1221710600106,12.3013165066168,0.422190086365184,"NaCl0_CNT0"
"Cowpea","0","CNT-",5,29.419250935015,14.9559298994624,1.6407970695792,543.453067136964,9.04269180465574,1.01997348746464,38.0576344476191,14.6054691613636,10.4523799880117,0.433317080741186,"NaCl0_CNT0"
"Barley","50","CNT-",5,23.844147389434,14.0349866995064,1.57337300437463,481.149818509451,15.1835754629166,1.95046870318347,72.4092067157721,24.7947618037109,16.4107645167434,1.27007181017354,"NaCl50_CNT0"
"Cowpea","50","CNT-",5,24.3387240217923,12.4111438949875,1.44626376741695,385.102524120119,16.3244774986878,1.99837967376346,59.9902749737303,25.6362250366414,16.949899380633,1.3038100577324,"NaCl50_CNT0"
"Barley","100","CNT-",5,21.4702372413892,9.79587347736467,1.45916761726216,370.869433626508,20.4586270578417,2.47649124330084,89.0395736820739,33.5720518121029,25.7118480107241,2.04204345745551,"NaCl100_CNT0"
"Cowpea","100","CNT-",5,17.6836825572209,8.23587481113788,1.18893798676096,311.834577561001,19.5466976255398,3.03748867226767,87.3530150323612,27.0225260390864,25.8908342686195,2.17612990835043,"NaCl100_CNT0"
"Barley","150","CNT-",5,18.5218040532824,8.93917943064122,1.01192575325593,315.557153054177,21.0404637952965,3.09030761092886,108.385529395322,38.6792850914741,36.1415959527582,2.9018922347357,"NaCl150_CNT0"
"Cowpea","150","CNT-",5,13.7825734185619,6.72641443555443,0.796262901413928,229.688375335509,32.2418600884972,3.99535170913631,133.179914702203,41.5384079642991,31.9050811119975,2.57947498161311,"NaCl150_CNT0"
"Barley","0","CNT+",5,28.552115802433,16.5398361588122,1.7487346255072,530.877053902101,8.26666308414059,1.37066318883714,47.3899557623982,15.3573076117862,12.8382755509599,0.418813598777212,"NaCl0_CNT50"
"Cowpea","0","CNT+",5,28.2378424251821,14.9958554182328,1.85298300015721,492.654534748595,7.69892266387116,1.28896320725101,44.6414156767855,15.9989364857311,15.1402068362046,0.460744996398575,"NaCl0_CNT50"
"Barley","50","CNT+",5,24.453654942649,15.2668122472962,1.49429974945903,409.49299876548,9.3391070621694,1.86714238246154,68.6117596132108,25.680257657309,21.7454116688227,1.25240240402958,"NaCl50_CNT50"
"Cowpea","50","CNT+",5,22.5577925245995,11.2688725023156,1.54017801035741,465.753914044335,10.6515188178346,2.04781437170847,74.0878897828487,29.4018608841332,21.481428959253,1.35929531812206,"NaCl50_CNT50"
"Barley","100","CNT+",5,24.615014422143,12.2535599933608,1.48712220214051,439.103544611694,17.3095795677062,2.20654438682651,94.4037055782983,32.8894964002808,25.7402509336194,2.27934708578966,"NaCl100_CNT50"
"Cowpea","100","CNT+",5,23.969675182335,10.3471961149923,1.34606384672897,365.816496290633,21.3653053107908,2.69176784161114,99.741497870118,36.7838371492773,25.4654857194388,2.1657646367026,"NaCl100_CNT50"
"Barley","150","CNT+",5,21.3336569515347,11.4205326685791,1.21230287097872,354.911607812769,21.710446538404,2.6908628214592,118.397041700244,45.4577047648992,34.652972297124,3.74533528567592,"NaCl150_CNT50"
"Cowpea","150","CNT+",5,19.1943086708407,9.25347922542302,1.23565889165885,336.37903990002,25.5037013587966,3.18698348193798,102.070285695193,40.1108122572394,36.2085117586739,2.68057331255251,"NaCl150_CNT50"
"Barley","0","CNT-",6,29.1571970239347,15.7613371685586,1.83130275037523,511.611079964675,6.90744811152905,1.16292748695874,38.5507107630809,15.8953593451017,13.5703554440984,0.424049934874936,"NaCl0_CNT0"
"Cowpea","0","CNT-",6,26.1044752608684,16.7545471706681,1.94549083667311,529.298482580377,6.2348123254323,1.08544972577362,39.7805661849272,16.0277629671131,10.5841149600501,0.55413754992483,"NaCl0_CNT0"
"Barley","50","CNT-",6,20.9434572545223,12.6869516437513,1.5341348153779,430.537800686171,12.7143921997817,2.04105507993874,62.0037723958092,19.7719711851292,19.5146179454331,1.26639005524224,"NaCl50_CNT0"
"Cowpea","50","CNT-",6,23.3149924200131,12.5610931826288,1.46512165618695,453.155738640258,12.2502058232926,1.9518002911062,68.5269310484572,23.5604856575411,21.1598975559741,1.11394924908264,"NaCl50_CNT0"
"Barley","100","CNT-",6,22.3990533861226,10.2943624478113,1.21460904600365,378.656094368518,18.3575968969882,2.28080269000336,87.6287558658217,29.8907350199645,29.3780639406927,2.3185781650924,"NaCl100_CNT0"
"Cowpea","100","CNT-",6,17.5102362731089,9.35112798259734,1.11016061763898,303.642886476089,23.6213808631269,3.09665590020916,99.90534326223,33.0762299381357,29.8348132856101,2.00283361832074,"NaCl100_CNT0"
"Barley","150","CNT-",6,18.4397464278736,8.92550930261102,1.12456153864829,329.234347975161,23.3695880907107,3.27001454799443,133.104301107061,46.5144653015779,31.9263802172335,3.502717399639,"NaCl150_CNT0"
"Cowpea","150","CNT-",6,14.1216306335791,5.73094515592997,0.810867344611746,236.98200024152,30.3028187836383,3.79117445525772,112.129677357569,48.2744964101284,37.2686611638063,2.6818591892156,"NaCl150_CNT0"
"Barley","0","CNT+",6,26.487845246067,16.8094997894367,2.07490207134657,487.670926252421,6.95815578990951,1.51481942001824,45.8266640916485,17.2857273349771,13.9050685562314,0.537548282284938,"NaCl0_CNT50"
"Cowpea","0","CNT+",6,27.677906644635,16.5323617723639,1.76822561503663,541.014068868963,7.1732023951417,1.22045681657511,49.3224053792109,16.7499889504084,15.5698166911092,0.610541240612702,"NaCl0_CNT50"
"Barley","50","CNT+",6,27.3390982064947,13.3977103321185,1.66105567896663,460.95601422643,14.6817900698084,1.23432593276649,72.1304259047416,26.5943599302761,21.5844207962741,1.0786617843356,"NaCl50_CNT50"
"Cowpea","50","CNT+",6,25.2905515629608,13.2214308968537,1.74275880252706,478.570866722468,15.3319166000707,1.79945705380808,70.9534080088288,26.7877519881818,21.7086191229417,1.21621140404988,"NaCl50_CNT50"
"Barley","100","CNT+",6,25.8614491549318,11.744553305111,1.30337995240337,449.075469129145,17.1813097959465,2.52371570257143,90.8894150580281,34.8696607446098,24.6850508528921,2.41567515025377,"NaCl100_CNT50"
"Cowpea","100","CNT+",6,22.3909022332226,11.809993529657,1.43317135116962,379.289936175622,19.938556941481,2.24946218140197,102.289843893821,38.7768329493326,25.9737349819653,1.63113167474802,"NaCl100_CNT50"
"Barley","150","CNT+",6,19.653674364619,10.0553012160102,1.47852986715966,392.709360616458,17.6698634378864,3.01787437809295,103.168506506401,43.9995509487561,39.7840278007595,2.93453758737026,"NaCl150_CNT50"
"Cowpea","150","CNT+",6,20.380367079988,10.2999049396578,1.04255915907244,306.842142620486,23.0591120188007,3.75875590761451,133.350789270486,49.8970047450707,40.4521117123917,3.45500890210587,"NaCl150_CNT50"
